name,contact_number
REZKI ISTIQAMAH SERVICE,0192267224
REZONE INTERIOR DESIGN STUDIO,0129449790
REZQ HOME RENOVATION,0123535957
REZQI DHIA,0197063710
RF FIT OUT SDN BHD,0102012666
RFN WALLCOVERINGS,0192343030
RH SERVICES,0146367556
RHB INVESTMENT BANK BHD,0162803408
RHBUILDERS,01126205754
RIBBON BUNNY,0122228750
RIC BUILDER SDN BHD,0166686669
RIC DECO ENTERPRISE,0176177306
RICH PAINTERSTRADING,0102414661
RICH PARTNER,0175900284
RICHMONT EMPIRE CONSTRUCTIONS,0123591891
RICHWISELY CONSULTANT MARKETING & ADVERTISING,0333810660
RICK COOL SOLUTION TRADING,0166089920
RIDA RIDZ TRADING,0109803653
RIDHO IRON WORK,0172686272
RIDPEST SDN BHD,0341431777
RIDZ GLOBAL TECHNOLOGY,0135601595
RIDZIA BRIDAL,0176407923
RIDZUAN SUBANG 2 LOCKSMITH RESOURCES,0126167405
RIENZAID WEDDING COUTURE,0162200845
RIF SERVICES,0163898064
RIF SERVICES,0105596280
RIGHT CHOICE CLEANING SERVICES,0102104893
RIIZ KUAH ENTERPRISE,0149621089
RIMBUN HIJAU MOBILE SPA,0173037041
RINO STUDIO,0138568339
RINS WEB DESIGN,0166341900
RISATA ENTERPRISE,0192099315
RISATRADE SDN BHD,0175166693
RISE MAX SDN BHD,0136775590
RISE MAX SDN BHD,0166010320
RISING AIRCOND ELECTRICAL,0172825580
RISMAWATI CUCI RUMAH,0176175890
RITZLITE,0125336912
RIURSA DESIGNS,0129316320
RIYZSOUTHERN,01127381785
RIZ DE LA PHOTOGRAPHY,0123559930
RIZAL PLUMBER SEREMBAN,0122702256
RIZKY PLUMBING,0132321081
RIZNI LANDSCAPE ARTS,0136713450
RIZQ ABBASY HS VENTURES (003236752-V),01123315697
RIZQ CAFE,0135187241
RIZQ CAKES,0133406714
RIZQ.CO,0134747641
RIZQI DOBI,0129701337
RIZQI RECKA CABINET,0122925056
RIZVI ASSOCIATES SDN.BHD.,01128169078
RJ ARICON SERVICE,01121345716
RJ DESIGNZ INTERIOR & DECORATIONS,0162593040
RJK GROUP CLEANING SERVICES,01111174264
RK TRADE MOVERS & PACKERS,0162864218
RL | FREELANCE GRAPHIC DESIGNER,0123312607
RL2020 SDN BHD,01115161516
RL2020 SDN BHD,0102020332
RLX SOLUTIONS,0122176369
RM CLEANING SERVICE,0176127047
RM CLEANING SERVICE,0182844607
RMA LEGACY ENTERPRISE,0148093396
RMA LEGASI ENTERPRISE,01169203280
RMA LEGASI ENTERPRISE,01165599366
RME CONTRACTIONS AND RENOVATION,0167424234
RMK ENTERPRISE,0122111532
RMKK GROWING ENTERPRISE,0169042039
RMSU ELEKTRIK,0194399592
RMSU ELEKTRIK,0164499592
RMY BUILDERS SDN BHD,0163228041
RN CONCEPT SOLUTION,0132734385
RNC GLOBAL TECHNOLOGY RESOURCES,0105318993
RNC GLOBAL TECHNOLOGY RESOURCES,0105218993
RNG CCTV & ELECTRICAL SERVICES,01123261102
RNG ENGINEERING & TECHNOLOGY,0149788577
RNK BERSATU,0123868758
RNS WATERPROOFING ENTERPRISE,01133007856
RNT CLEANING CARPET,0126406491
RNT CLEANING SERVICES (IPOH BRANCH),0165010159
RNT CLEANING SERVICES (KL BRANCH),0172326491
ROBIN NG PHOTOGRAPHY,0126623257
"ROCKETVALET - CAR DELIVERY SERVICES TO SERVICE CENTRE, AUTO DETAILING & CARWASH",0172774585
ROCKWILLS CORPORATION SERVICE CENTRE,0123039383
ROCKWILLS ESTATE PLANNER,0123381699
RODZIM & CO.,0168814172
ROEYS PRODUCTION,0127020790
ROGI ENTERPRISE,0135030786
ROHAYA MUSA,0129701337
ROOFSEAL RESOURCES (M) SDN BHD,0387234776
ROOKAH STUDIO,0132988546
ROOM INTERIOR DESIGN SDN. BHD.,0125200661
ROOM INTERIOR DESIGN SDN. BHD.,0125200331
ROOM SPACE MANAGEMENT & SERVICES,0172655268
ROOM SPACE MANAGEMENT & SERVICES,0127383927
ROOT COOPERATION SDN BHD,0189651047
ROOT COOPERATION SDN BHD,0183258732
ROS SENANGIN SERVICES,0136735179
ROSA TEGUH ENTERPRISE,0182079722
ROSE KATERING,0125545452
ROSHAMBO,0123248119
ROSMARIO ENTERPRISE,0192822360
ROSS ARTISTRY 6887,0173404043
ROSS STEPHENSON (EMCEE & ENTERTAINER),0126823394
ROSYAM RENOVATION DAN PLUMBER,0103616238
ROTIBOY_CAKE,0136603161
ROWENDA KITCHEN,0377279727
ROY STEVEN UNG,0164515957
ROYALE BAKERY,0122016607
ROYALE.CREATIONS.ENTERTAINMENT,0132778084
ROYCE ASSETS MANAGEMENT,0182213454
ROYCE ELECTRICAL AND RENOVATION,0167848033
ROZIAH (HOME CLEANING),01136439224
ROZMITTEN,0193009435
RRSALAM CUCI MURAH MELAKA,0134734642
RRT SOLUTION,01116399106
RS,0123092949
RS AIRCOND ELECTRICAL & TRADING,0199652454
RS BUILDERS ENTERPRISE,0146205540
RS ELECTRONICS SALES & REPAIR,0182246617
RS PAINTING AND WIRING SERVICES,0126082312
RS RESOURCES ENTERPRISE,0169073950
RS STUDIOO,0123657830
RS WEALTH PLANNER,0358863821
RSE AIRCONDITIONER SERVICING,01133543732
RSG CLEANING SERVICES,01164274401
RSG CLEANING SERVICES,0102804022
RSHILMAN ENTERPRISE,0194247952
RSHILMAN ENTERPRISE,0125935809
RSK INTERIOR DESIGN & RENOVATION SDN.BHD,0169828159
RSP BRIGHT ELECTRICAL,0169395785
RSRENOVATION AND MAINTENENCE,0173765118
RSS SECURITY SDN BHD,0162244478
RSS SECURITY SDN BHD,0193307869
RSVP,0183782977
RT AIR COND & BUILDER,0183500012
RTPBV CLEANING SERVICE,0182724317
RTS ONE MALAYSIA INDUSTRIES,0107837565
RTZ ENGINEERING & CONSTRUCTION SDN BHD,01139062790
RTZ ENGINEERING & CONSTRUCTION SDN BHD,0137110387
RUANG,0162034110
RUBEL HOSSAIN,0167050914
RUBICLE CREATIVE,0193876161
RUBY CLEANING SERVICE,0132858524
RUBY MINI CATERING,0197003536
RUBY RESOURCES,0105440542
RUBYY PHOTOGRAPHER,01137239304
RUDY,01123536997
RUFFGARAGE ENTERPRISE,0173212669
RUMISHA ENTERPRISE,0194109786
RUN MIGHTY STUDIO,0172379527
RUN SOLUTION,0107607087
RUNNING BAKER,0175580467
RUNNINGMAN,0104653913
RUNNINGMAN,01162327352
RUNNINGMAN.MY CATERING SERVICE,0169131877
RUSH MAX EVENT,0163682352
RUSSIAN-MALAY-ENGLISH TRANSLATOR,01119437292
RUTWEB TECHNOLOGY SDN. BHD.,0126469496
RUZCON RESOURCES,0124258702
RV CONSTRUCTION SDN BHD,0163534499
RV WOODS,0179855663
RVR PRO CARE ENTERPRISE,0132666309
RW GEMILANG RESOURCES,0184020324
RY'Z HOUSE REPAIRING SERVICES,01112240301
RY'Z HOUSE REPAIRING SERVICES,0169717656
RYANISYIA AIRCON & ELECTRICK SOLUTION,0183843714
RYANUZAIRMALAYSIA WEDDINGS STUDIOS,0122615747
RYCH VISUAL STUDIO,0169766906
RYIMAGE PHOTOGRAPHY STUDIO,01136111373
RYTHMIXZ ENTERTAINERS,0192449125
RYZ HOUSE REPAIRING ENTERPRISE,01112240301
RZ DESIGN,0126802692
RZ ENERGY ENTERPRISE,01136182803
S & CO. ARTISTRY MAKEUP STUDIO,0102257374
S & S AIRCOND ELECTRICAL SERVICE,0162910363
S AND J TRADERS SDN BHD,0193008751
S ANHAR ELECTRICAL & AIRCOND SERVICE,0169085503
S C MARBOL TILING RENOVATION,0601112367
S C MARBOL TILING RENOVATION,0601460079
S DESIGN CONSULTANCY,0123266264
S&A CLEANING SERVICES,0173660259
S&A ELECTRONIC AND ELECTRIC,01116882044
S&C INTERIORS,0102286723
S&C INTERIORS,0109830868
S&E MAJU ENGINEERING,0107695275
S&F PACIFIC TRADING,0148072247
S&F RAIL ENTERPRISE,0176319791
S&H CONSTRUCTION WORKS,0122199064
S&H CONTRUCTION WORKS PARTNERSHIP,0122199064
S&J PROJECTS MANAGEMENT,0162947388
S&K ELECTRICAL SERVICE,0106575786
S&K ELECTRICAL SERVICE,0182053766
S&M RENOVATION CLEANING SERVICE,01115940196
S&M SHINE SOLUTIONS,0194087553
S&N CLEANING SERVICES,0125464595
S&R MULTI PRO TRADING,0123615461
S&S INTERPRISES LIMITED SDH BHD,0132474790
S&S WEDDING DECOR & DESIGN,0175530971
S&W ALUMINIUM WORKS,0168896988
S'A CONSTRUCTION ENTERPRISE,01163935798
S'A CONSTRUCTION ENTERPRISE,01130712599
S. U. TECHNICAL SDN BHD,0192568953
S.E.R. TECHNOLOGY,0133379636
S.K.KURNIA,0164377692
S.K.Y. DESIGN STUDIO,01111240060
S.N. BRILLIANCE VENTURE,0183884917
S.O.D CONCEPT STUDIO SDN. BHD.,0162396299
S.S AIRCON SERVICES,0182053972
S.S RENOVATION TEAM,0176118289
S.S.CHAN ELECTRICAL SALES & SERVICE,0169908494
S.U.A | THE SPACE UTILIZATION ANALYST,0149679670
SA PARTY PLANNER,0173363811
SA PICTURES,0149635357
SA RIMA AIRCON SERVCIE AND ELECTLTICAL,01135261821
SA STUDIO,0127739945
SA WEDDING STUDIO,0127739945
SAASTHA RENOVATIONS,0122820066
SAB TEGUH RESOURCES,0193741776
SABA AL NOOR RENOVATION WORKERS,01160837870
SABA AL NOOR RENOVATION WORKERS,0601763873
SABAH ITV NETWORK,01125260014
SABIRI ENGINEERING,0122478462
SABREEN SERVICES,01164223275
SABRI RENOVATION,0126754198
SABRI WIRING,0168551530
SACC CATERING,0196501104
SACHI INTERIOR DESIGN SDN BHD,0104646329
SACHIYO @ THUNDER ADVERTISING,0123419149
SACRRED VOWS SDN BHD,0122941242
SADIYA PRO ENTERPRISE,01140708468
SAFA ARMADA SERVICES,0163095442
SAFE SENSE SDN. BHD.,0162330400
SAFETRON TECHNOLOGY SDN BHD,0102881986
SAFETRONTECHNOLOGY SDN BHD,0102881986
SAFETY ELECTRICLAL,0135153655
SAFETY PEST CONTROL,0122735313
SAFZONE ENTERPRISE,0126780141
SAFZONE ENTERPRISE,0182525068
SAGALAE'S ARTWOKS,01112500287
SAHABAT JEBAT ENTERPRISE,01111210080
SAHANA DOOR GIFT COLLECTIONS,0123546141
SAHARA RESOURCES SDN BHD,01115467456
SAI FOTO MOMENTS,0169663331
SAI HARSHAAN ENTERPRISE,0106532320
SAI HARSHAAN ENTERPRISE,0169782320
SAIFI VENTURES SDN BHD,01111938894
SAIFUL AMIRUL BIN MUHAMAD RAUS,0132005850
SAINARIS MODEN,01123861612
SAIRA RESOURCES SDN BHD,0176844668
SAIRA RESOURCES SDN BHD,01128187832
SAJAN FRIENDS ENTERPRISE,0122430079
SAJAN FRIENDS ENTERPRISE,0164078780
SAJIAN NAGASARI,0162287202
SAJIAN NAGASARI KATERING,0192066775
SAKARAN MAJU ENTERPRISE,0128555915
SAKURA OASIS SDN BHD,0182515742
SALEEM BROTHERS ENTERPRISE,0102959071
SALEEM BROTHERS ENTERPRISE,0168501417
SALEIMA CATERING,0126367200
SALEIMA CATERING @ PINGGIRAN PUTRA,0126367200
"SALES & MARKETING CONSULTANT , BUSINESS DEVELOPMENT , ENTREPRENEUR",0172770494
SALINA CONSTRUCTION,0149637473
SALLY YEOW 姚于玲: CHINESE TRANSLATION & COPYWRITING SERVICE,0173740056
SALONMUSLIMAHSERVIESNURUL,01139142321
SALT & PEPPER,0173728402
SALU DYNAMIC ENTERPRISE,01111472483
SALY SALINA ENTERPRISE,0172481247
SAM MOVERS,0123293224
SAM SERVICE PROVIDER SDN BHD,0124395596
SAMA ABADI CLEANING SERVICES,0164444417
SAMAJAYA RESOURCES,0122176012
SAMANTHA YONG PHOTOGRAPHY,0163224552
SAMARA DESIGN SDN BHD,0164527766
SAMM CONSTRUCTION DESIGN & BUILD,0167719168
SAMTANG SAU HOONG PLUMBER 0166087133 PLS CONTACT,0166087133
SAN URUSJAYA BUILDERS,0128851019
SANCE INTERIOR DESIGN,0124940668
SANDEO SOLUTION,0172881312
SANGGAR IDEALISTIK ENTERPRISE,0122463674
SANGUINEWILLIAM PHOTOGRAPHY,0127820212
SANJUNG LETRIKOM,0193999917
SANNY MOK MAKEUP,0122326616
SANPRINT SDN BHD,0196101010
SANROCK SOLUTION,0166335976
SANSKRIT RESOURCES,0166836361
SANTING AIRCOND SDN BHD,0126438957
SANTING CONSTRUCTION AND ENGINEERING,0175498957
SANTINO KITCHEN,0380815996
SANY WIRING SERVICES,0134431099
SAPF ASIA PACIFIC (M) SDN BHD,0178177782
SAPIENS MARKETING,0183813078
SAPPHIRE CLEANING SERVICES,0192281602
SAPPHIRE HOME ENTERPRICE,0183828211
SAPPHIRE HOMES CLEANING,0183828211
SAPPHIRE JAZZ,0126646966
SAPPHIRE PEWTER,0362723828
SAQIB ENTERPRISE,0129100728
SARA & CO,0165230380
SARA BERJAYA VENTURES,0104669385
SARA GOLD SERVICES,01139063461
SARA MAKE UP STUDIO,0166940001
SARALINE FASHION STUDIO,0162081398
SARASWATHY SUPPIAH,0166967396
SARAVANAN SANGAN,0182591073
SARAWAK AERIAL DRONE PHOTOGRAPHYA AND VIDEOGRAPHER SERVICES: KUCHING | SIBU | BINTULU | MIRI | SABAH (JULIUS CHANG CONSULTANCY SERVICES),0128913310
SARGODHA ENTERPRISE,01163862396
SATCHARITRA CREATIONS,0102119358
SATELLITE TRADING,0192828107
SATU PERSATU MAJU ENTERPRISE,01110106243
SATU YAKIN SDN BHD,0146600753
SAUDAGAR SBR VENTURES,0192618608
SAYAP SDN BHD,0183807884
SAYFASHAH ENTERPRISE,01136854565
SBC,0103940234
SBK COOLING ENTERPRISE,0176439908
SBS BUMI SDN BHD,0132224441
SC BUILD CONSTRUCTION ENTERPRISE,0166269760
SCAI STUDIO,0134339394
SCAN TRACK ASIA S/B,0164222203
SCAPEWORK CONSTRUCTION SDN BHD,0164747706
SCAPULA WELDERZ RESTAURANT'Z STUDIO'EST,01124126430
SCENIX PICTURES PHOTOGRAPHY & VIDEOGRAPHY SERVICES,0143336694
SCHASAHAQUEWEDDING,01116143191
SCHOOL IS COOL STATIONERY,0173172508
SCHOOL OF UKE,0163275667
SCI CABINET INDUSTRY,0179722811
SCIENER SMART DIGITAL DOOR LOCK @ ACCELVO SDN BHD,0123553319
SCIENER SMART DIGITAL DOOR LOCK @ ACCELVO SDN BHD,0123306463
SCIL VENTURE,0164710007
SCINTILLA DESIGN WORKS,0173564674
SCJ ELECTRICAL SOLUTIONS,0166051336
SCM ASIA VIDEO PRODUCTION,0162652016
SCORPIO MY CONCEPT,0122822577
SCRIBERLOGY ELITE SERVICES (TRANSCRIBING AND TRANSLATION SERVICES),0169473338
SCS PEST CONTROL,0195907729
SCS SDN BHD SUPERCLEANSERVICES,01128725023
SCSA ENGINEERING(M) SDN BHD,01158786330
SCUTA SDN BHD,0122067389
SD INTERIOR & RENOVATION,0165338338
SDMK,01123679334
SE BELLA IMAGE,0163090428
SEA BUFFALO SDN BHD,0127707396
SEA COINS,01137780297
SEAHORSE STUDIOS,0169135774
SEAN LIM PHOTOGRAPHY,0133251272
SEASON HOME INTERIOR & DECORATOR,0126741991
SEAZONE INNOVATIVE SDN BHD,0162225646
SECRET OF LOUISIANA @ THE LAKE,0129830230
SECURE FIRST,0122363656
SECURECAM TECHNOLOGIES SDN BHD,0125482881
SECURELINK,0356378818
SECURELINK,0123669037
SECURITY MONITORING CENTER SDN BHD,0174074419
SECURITY SYSTEM,0122990014
SEDAP FOOD,0138168034
SEDIA BAKTI ENGINEERING & SERVICES,0136390869
SEDIDA SDN. BHD.,0196537899
SEERMAX ENTERPRISE,0168870128
SEGWITZ SDN BHD,0163729836
SEHERAI PRODUCTION,0192607287
SEJOKLEEN AISZ ENTERPRISE,0175068533
SEKAPUR SIREH GALLERY,0182274161
SELAGI DAYA,0350330564
SELAMI CINTA DOORGIFT,0125842109
SELASIH UNGGUL,0104119990
SELDOT.BLOGSPOT.COM,0136035338
SELESTA SEB ENTERPRISE,0123453500
SELFIPRINT MALAYSIA,0142280531
SELIGI CONSTRUCTION,0103441217
SELUT MERAH ENTERPRISE,0192770991
SEMAI KASIH ELEKTRIK,0194751580
SEMENCES DESIGN STUDEO,0124809093
SEMPURNA HANS ENTERPRISE,01126627794
SEMUA ADA TRADING,0126101135
SENANDONG CUISINE,0122031157
SENAWANG STAINLESS STEEL,0162968582
SENDPARC RESOURCES SDN BHD,01133032317
SENG HENG REFRIGERATOR & AIR-CONDITIONER WORKS,0109007543
SENG MOUNTAIN,0123619882
SENKO DESIGN & BUILD,0192278239
SENON POWER VOLTAIC,0146657092
SENSE DECO,0163533538
SENSELESSART PRODUCTION,0125058352
SENTATECH SDN. BHD.,0145483401
SENTINEL CONSULTING SERVICES,0122585967
SENTINEL RELOCATIONS (M) SDN. BHD.,0173145556
SENTOSA BINA ENTERPRISE,0122691018
SENTRAL BRICKFIELDS EVENT HALL,0163679817
SEOCZ BUILDTECH DESIGN SDN BHD,0197366668
SEOMASTER ENTERPRISE,01110012580
SEOWER,0146321380
SEPAKAT UPHM ENTERPRISE,0125980482
SEPTEMBER PRODUCTION,0166682756
SEQRA WORLD,0137251810
SERASI,0123987094
SEREMBAN MEMBAIKI PETI SEJUK / PETI AIS / CHILLER / FREEZER @ SEREMBAN REPAIR REFRIGERATOR / FRIDGE / CHILLER / FREEZER,0123052972
SEREMBAN ONE STOP CLEANING SERVICES,0123782580
SERI CLEANING SERVICES,01164274401
SERI LAKSAMANA ENGINEERING SDN. BHD.,0163640616
SERI LAKSAMANA ENGINEERING SDN. BHD.,0176606254
SERISAJI CATERING,0133662031
SERN INTERIOR DESIGN AND RENOVATION,0174513802
SERVECOMP TECHNOLOGIES (M) SDN BHD,0358797232
SERVICE,01117862724
SERVICE AIRCOND,0174018313
SERVICE AIRCOND AND WIRING ELETRICAL SERVICES JB,01111970089
SERVICE ENTERPERISE,0165110224
SERVICE ENTERPERISE,01162333835
SERVICE FACIAL AND MAKE UP FINI,0137982850
"SERVICE FOR AN EVENT & WEDDING GIFTS, FAVOURS",0122744183
SERVICES,0137915334
SERVICES AIRCOND KUALA LUMPUR & SELANGOR,0192179515
SERVICES AND SELLING COMPUTER PARTS,0195655337
SERVIS AIR COND MURAH SHAH ALAM,0102929079
SERVIS AIRCON,0137385249
SERVIS AIRCOND SEREMBAN,0196634452
SERVIS MENCUCI & MENGEMAS,0176919626
SERVIS PEMOTONGAN RUMPUT,01121015647
SERVIS PENHANTARAN DAN MENJUAL CAKE LARVA BERHANTU,0127480755
SETIA BUBBLE SHINE CLEANING SERVICES,0129154495
SEVEN AIMS ELECTRICAL ENTERPRISE (JM 0667392-A),0167205026
SEVEN ENGINEERING GROUP,0107699379
SEVEN FLORIST,0123989660
SEVEN GIFTS ENTERPRISE,0106959596
SEVEN SIX PLUMBING & RENOVATION,0108113909
SEVEN STAR ENGINEERING SERVICES,0125075565
SEVEN STAR ENGINEERING SERVICES,01128027755
SEVEN V TRADING,0169041836
SEVENKLEEN SERVICES,0192585264
SEWA PA SYSTEM & KARAOKE,0126804380
SEWAGE MAINTENANCE ENGINEERING SDN.BHD.,0122430079
SF,0123456789
SF CREATIVE CARD STATION,0123263232
SF SIGNATURE FILM STUDIO,0122136711
SF SMART WORLD SERVICES,0197056965
SFERABYTES TECHNOLOGIES,0163357085
SFK CLEANING SERVICE,0179923969
SFR SHINE BRIGHT ENTERPRISE,01156276500
SFR SHINE BRIGHT ENTERPRISE,01137229909
SFX SOLUTIONS,0129985218
SG GLOBAL RESOURCES ENTERPRISE,0163271611
SG GLOBAL RESOURCES ENTERPRISE,0172737183
SGE REPAIR AND SERVICE,0142603748
SH CLEANERS,0173474376
"SH TAN, YONG & CO.",0124705848
"SH TAN, YONG & CO.",0378866088
SHAF INDUSTRIES SDN BHD,0132071355
SHAFAQAT TRADING & SERVICES SDN BHD,01116389648
SHAFIQ APEX FITNESS,0123538714
SHAFIRALOY TAILOR,01127516534
SHAFIZAFIZ ENTERPRISE,0176478492
SHAFRI AIRCON AND WIRING SERVICE,0142919366
SHAH AIRCOND & ELECTRIC SERVICES,0174315585
SHAH ALAM CONVENTION CENTRE,0355118858
SHAH ALAM CONVENTION CENTRE,0166653497
SHAH ALAM WIRING SERVICES,0146395069
SHAH GEE FIX HOME ENTERPRISES,0182368981
SHAH MOHAMMED PHOTOGRAPHY,0193311395
SHAH NO LIMITS SERVICE,0176257572
SHAH SERVICES ENTERPRISE,01137753629
SHAHAIRCOND,0102675376
SHAHDILA TRADING,01133588845
SHAHIBI REPAIR SERVICE,01135286431
SHAHID &OMER,0143484206
SHAHID RESOURCES,0176449147
SHAHIDATUL ARIFIN RESOURCES,01140655553
SHAHILL ENTERPRISE,0176447869
SHAHIRA HOME CLEANING SERVICES,01124321216
SHAHJEE RESOURCES ENTERPRISE,0102227865
SHAHJEE RESOURCES ENTERPRISE,0163827865
SHAHJEE RESOURCES ENTERPRISE,0193817865
SHAHJEE RESOURCES SDN. BHD.,0147434540
SHAHJEE RESOURCES SDN. BHD.,0198021821
SHAHKASAHIAS PHOTOGRAPHY,0193300499
SHAHRIZAL BIN AZALI,0176083983
SHAIN ENTERPRISE,01154161243
SHAIN M&E,01154161243
SHAIQ ENTERPRISE,0136559226
SHALOM DECORATION AND RENOVATION PLT,0162388033
SHAMKLEENER,0189139450
SHAMSUDEEN DEVELOPMENT,0162139786
SHANG STUDIO,01111880900
SHANGHWAN PHOTOGRAPHY,0169154710
"SHANGRI-LA HOTEL, KUALA LUMPUR",0320322388
SHANIEL CAKE ARTISTRY,0162184984
SHAQYNAH CONSTRUCTION & RENOVATION,0176513521
SHAQYNAH CONSTRUCTION & RENOVATION,0176770301
SHARILLREZEKI,0125094990
SHARIZAL SALIM PHOTOGRAPHY,0182525902
SHARJAH CONSTRUCTION,0135253450
SHARON DE BEAUTY,0163154903
SHARON LOW MAKE UP,0128182090
SHASHANDELICAKES,0125852630
SHATHEES AIRCOND SERVICE AND ELEKTRIKAL,0175444528
SHAWN PHOTOGRAPHY,0149172493
SHAZ EAGLE ENTERPRISE,0168657289
SHEEL VISION,0163480944
SHEER & SHADE FURNISHING,0162970599
SHEER MAKE-UP & ARTISTRY,0123829754
SHEHERIYAR WALANA,0183123098
SHELLA GOH MAKEUP & HAIR,0173789818
SHEN YI FURNISHING SDN BHD,0123973555
SHENG YUEN ELECTRICAL & AIR CONDITIONAL ENGINEERING,0124288157
SHENIDER POWER ENGINEERING,01163403630
SHENIDER POWER ENGINEERING,01159047250
SHENIDER POWER ENGINEERING,0104403630
SHEPHERD PORTRAITURE,0162131833
SHERATON IMPERIAL KUALA LUMPUR HOTEL,0327179900
SHERI CREATION,0173151155
"SHERRY'S WEBSITE, COOKING",0174646750
SHERVONE CAKES,0124296948
SHF CATERING SVC,0362018410
SHI YING FINANCIAL PLANNER,0193068088
SHIA - FREELANCE,0123391959
SHIA LYNN CREATIVE,0123874391
SHIAN MAKEUP & HAIRSTYLING,0127712393
SHIFA AHMAD BAKERY,0195677244
SHIKIN SERVICES,0107025236
SHIM MAINTENANCE SERVICES,0176308487
SHINE STONE ENTERPRISE,0163082193
SHINE WHITE CLEANING,01121283866
SHINE WHITE CLEANING,0122377257
SHINY LADY SALON,01110992015
SHINY SALON & BEAUTY STUDIO,01110992015
SHIRU AZHAR SERVICES,0175832190
SHK RENOVATION & DECORATION,0102326195
SHOBHASINI TKS,0122287815
SHOBI MOVERS,01133981251
SHOBI MOVERS,01133981254
SHOBIMOVERS,01133981254
SHOCK MEDIA STUDIO,01155056023
SHOCKWAVE SDN BHD,0340650282
SHOCKWAVE SDN BHD,0123899128
SHOOT.COM.MY,0163238847
SHOPLINK DEVELOPMENT STUDIO,0145379380
SHOPLINK DEVELOPMENT STUDIO,0198724548
SHORT CIRCUIT ELECTRICAL SOLUTIONS,0122130677
SHOTBYKOGGE,0193529953
SHRII GIFT EXPRESS,0129531202
SHUKOR AMZ ENTERPRISE,01137895600
SHUTTERIFIX PHOTOGRAPHY,0126537303
SHUTTERING HEARTS,0126366989
SIBOEY PHOTOGRAPHY,0125080767
SID INTERIOR DESIGN,0164894400
SIDS ENGINEERING & CONSTRUCTION (M) SDN BHD,0189883531
SIEWK VISUALS,0125600993
SIFU AIR CONDITIONER INSTALLATION SERVICES,0167681666
SIFU STEEL WORK RENOVATION,0133138398
SIFUAIRCOND ENGINEERING,0125375348
SIGMA NUSANTARA,0132159117
SIGNATURE HOME MAKEOVER KL,0122449233
SIGNATURE KITCHEN SDN BHD,0362867070
"SIGNATURE KITCHEN, SETIA ALAM BRANCH",0333452033
SIGNATURE RENO CONCEPT,0132947487
SILATURAHIM MARKET VENTURE,0109734145
SILATURAHIM MARKET VENTURE,0109798894
SILENT CLICKS PHOTOGRAPHY,0122698200
SILK RENOVATION AND INTERIORS,0166569496
SILVER KEY LOCKSMITH,0106609666
SILVER SNAPPER PHOTOWORK (SSP),0102669260
SILVIS,0172332953
SIM ELECTRONIC SERVICE,0135104826
SIME UNITED SDN BHD,0123053305
SIMPLE DELIGHTS,0162060600
SIMPLE FRAMES PHOTOGRAPHY,0123290284
SIMPLE SHOT PHOTOGRAPHY,0162129602
SIMPLE TREATS,0123518300
SIMPLESLR PHOTOGRAPHY WORKSHOPS,0123788082
SIMPLICON MEDIA,0178833661
SIMPLONA KITCHEN,0126368466
SIMPLY CHIC! MAKE YOU A CHIC BRIDE~,0163434263
SIMPLY GORGEOUS BRIDAL,01111002116
SIMPLY SEDAP BAKERY,0173790427
SIMPLYBENJI PHOTOGRAPHY,0163380208
SIMPLYSCRUMPTIOUS BY JULIE TAN,0127271071
SIMRAN CC SERVICES,0172124201
SIN INTERIOR DESIGN STUDIO,0186675899
SIN LEE WAN ELECTRIC,0162094188
SIN-MA AIR CON & ELECTRICAL SDN BHD,0182256711
SINAI RESOURCES,0122389423
SINAR CONSTRUCTION,0197845989
SINAR DAGGAR ENTERPRISE,0149205032
SINAR GLOBAL HYGIENE,0126494786
SINAR MENTARI PLT,0196741669
SINAR MENTARI PLT,01110605929
SINAR PAGI NUSANTARA ENTERPRISE,0149604412
SINAR TANJUNG ENGINEERING,0195094012
SINARAN UMAIRAH RESOURCES,0162800449
SINARAN VK,0149288331
SINCERE ADVISORY,0167234799
SINCERITÉ WEDDING & EVENTS,0123089140
SING WONG AIR COND SERVICES,0168382333
SINGER ELECTRICAL REPAIR,0135664290
SINGGAH RASA ENTERPRISE,0132570059
SIREH SAUJANA RESOURCES,0133991310
SIRIWAN SL TRADING,0169395194
SISCA,01133499228
SISMA CLEANING SERVICES,01156490169
SISTER FLOWER & GIFTS,0193867662
SISTERS DESSERT,0126455807
SISTER_BAKE,0125295296
SIT&STAY PET FOOD & SERVICES,0162090000
SITI CLEANING SERVICES,0182336463
SITI NOR IBRAHIM ENTERPRISE,0182193672
SITI NOR IBRAHIM ENTERPRISE,0105379639
SITISABWIRING,0122471342
SITLY MALAYSIA,01110930628
SITNATURE,0122333878
SIX FINGERS AN EVENT AGENCY,0378057800
SIX HAPPINESS DESIGN & RENOVATION,0162334683
SIX TWENTY MEDIA,0175094186
SIXTH INTERIOR SDN BHD,0169128799
SJ FURNITURE DESIGN & RENOVATION SDN BHD,01151138503
SJ SERVICES,0145209416
SJA AIRCOND AND ELECTRICITY SERVICES,01137094690
SK AIRCONDITIONER SERVICE ( BSK ENTERPRISE),01127790018
SK CITYWIDE ENTERPRISE,01116164375
SK CONSTITUTION,01131236354
SK ENTERPRISE,0167152824
SK GOLDEN RESOURCES SDN BHD,0166350490
SK HOMEMADE CAKES,0162373718
SK LIQUOR MERCHANT,0162259723
SK SMART TECH SOLUTION,0185721003
